Actual,Predicted,Residual,Absolute Error
0.01114217205794594,0.011141892684010168,2.7937393577183445e-07,2.7937393577183445e-07
0.011142004469066498,0.011141617833395854,3.8663567064438353e-07,3.8663567064438353e-07
0.01112857369092353,0.011128806249598572,-2.3255867504304306e-07,2.3255867504304306e-07
0.011078521089822746,0.011080976629300214,-2.4555394774680717e-06,2.4555394774680717e-06
0.011128751275011069,0.011127633418794011,1.1178562170574557e-06,1.1178562170574557e-06
0.011140973718410992,0.011140881993369862,9.172504113023894e-08,9.172504113023894e-08
0.011089759574754473,0.011092437735782617,-2.6781610281446933e-06,2.6781610281446933e-06
0.011145121209745023,0.01114515200676033,-3.079701530774026e-08,3.079701530774026e-08
0.011142884366087782,0.011142993987458646,-1.096213708643573e-07,1.096213708643573e-07
0.01114296234999955,0.011143000038357593,-3.768835804378312e-08,3.768835804378312e-08
0.011116888014953396,0.011116910153519857,-2.213856646095247e-08,2.213856646095247e-08
0.011120946389414094,0.01112021710204397,7.29287370123885e-07,7.29287370123885e-07
0.011140045921588487,0.011140056549911579,-1.0628323091413372e-08,1.0628323091413372e-08
0.01114041000332714,0.01114038001490191,2.998842523090073e-08,2.998842523090073e-08
0.011139970060524276,0.011140056549911579,-8.648938730308753e-08,8.648938730308753e-08
0.011068007948379366,0.011071943178696302,-3.935230316935712e-06,3.935230316935712e-06
0.011141657032235075,0.011141526924811764,1.301074233107935e-07,1.301074233107935e-07
0.01112221164955939,0.01112278071986503,-5.690703056386581e-07,5.690703056386581e-07
0.011144874872077904,0.01114515200676033,-2.771346824265858e-07,2.771346824265858e-07
0.011116785533931839,0.011116449948745942,3.355851858968806e-07,3.355851858968806e-07
0.011104689471101112,0.011099521441307086,5.16802979402646e-06,5.16802979402646e-06
0.011109992332556875,0.011111519154179138,-1.5268216222632386e-06,1.5268216222632386e-06
0.011112756436896166,0.011111388036508964,1.3684003872024147e-06,1.3684003872024147e-06
0.011139869775368712,0.011139460251902565,4.09523466146991e-07,4.09523466146991e-07
0.01114173889796743,0.011141886238325871,-1.4734035844177207e-07,1.4734035844177207e-07
0.011141868418471116,0.011142139507240769,-2.7108876965269146e-07,2.7108876965269146e-07
0.011127190143566643,0.01112759979738249,-4.0965381584677496e-07,4.0965381584677496e-07
0.01112745231439053,0.011127177523751211,2.7479063931939995e-07,2.7479063931939995e-07
0.011116652142695202,0.011118543793687994,-1.891650992791316e-06,1.891650992791316e-06
0.011126850335378094,0.01112698848704961,-1.3815167151584595e-07,1.3815167151584595e-07
0.01112987260503889,0.011129827436781132,4.5168257757285946e-08,4.5168257757285946e-08
0.011107527127718052,0.011107829262212026,-3.0213449397388514e-07,3.0213449397388514e-07
0.01114084182808992,0.011140881993369862,-4.016527994227248e-08,4.016527994227248e-08
0.011115552676862614,0.011116449948745942,-8.972718833280546e-07,8.972718833280546e-07
0.011101878773096829,0.011101449241874822,4.295312220070624e-07,4.295312220070624e-07
0.011096323455329586,0.01109912952439418,-2.8060690645936165e-06,2.8060690645936165e-06
0.011101320285965876,0.011102186451971464,-8.661660055881565e-07,8.661660055881565e-07
0.011142047683954485,0.01114216261286574,-1.1492891125418347e-07,1.1492891125418347e-07
0.011092487706398518,0.011093082877359682,-5.951709611644318e-07,5.951709611644318e-07
0.011116005984591271,0.011116910153519857,-9.041689285858856e-07,9.041689285858856e-07
0.011139864302859534,0.011139640597219764,2.237056397694226e-07,2.237056397694226e-07
0.011140089762157778,0.011139640597219764,4.4916493801422375e-07,4.4916493801422375e-07
0.011116707812906643,0.011116910153519857,-2.0234061321421082e-07,2.0234061321421082e-07
0.01114094264344695,0.011140881993369862,6.065007708729031e-08,6.065007708729031e-08
0.01106224325542531,0.011075043315437981,-1.2800060012670492e-05,1.2800060012670492e-05
0.01114118974945068,0.011140881993369862,3.0775608081748396e-07,3.0775608081748396e-07
0.011103891069085246,0.01109989048989483,4.00057919041491e-06,4.00057919041491e-06
0.011140739112016702,0.011140881993369862,-1.4288135316044281e-07,1.4288135316044281e-07
0.01113864097825081,0.011139465606227597,-8.246279767868542e-07,8.246279767868542e-07
0.011127600645786115,0.011127648322567603,-4.7676781488037445e-08,4.7676781488037445e-08
0.011116726853905391,0.011116910153519857,-1.8329961446600374e-07,1.8329961446600374e-07
0.011121842999109182,0.01112021710204397,1.6258970652119342e-06,1.6258970652119342e-06
0.011116814221205822,0.011118543793687994,-1.729572482171704e-06,1.729572482171704e-06
0.011115762140724416,0.011115050479400116,7.116613242996034e-07,7.116613242996034e-07
0.011118138164703046,0.011116910153519857,1.228011183188743e-06,1.228011183188743e-06
0.011121714448349283,0.011121919804286349,-2.0535593706592914e-07,2.0535593706592914e-07
0.011144804157001417,0.011144995911612545,-1.9175461112887204e-07,1.9175461112887204e-07
0.01111867977721904,0.011118543793687994,1.3598353104660177e-07,1.3598353104660177e-07
0.01114118918243621,0.011140881993369862,3.071890663473853e-07,3.071890663473853e-07
0.011140844178454758,0.011140881993369862,-3.781491510375379e-08,3.781491510375379e-08
0.01114210492491394,0.011141886238325871,2.1868658806913077e-07,2.1868658806913077e-07
0.011139234970976145,0.011139465606227597,-2.3063525145250452e-07,2.3063525145250452e-07
0.011142307065595382,0.011141886238325871,4.2082726951081506e-07,4.2082726951081506e-07
0.011114651798031729,0.011115050479400116,-3.9868136838747126e-07,3.9868136838747126e-07
0.011142230778221098,0.011142139507240769,9.127098032912784e-08,9.127098032912784e-08
0.011140999463597525,0.011141338958289388,-3.394946918623687e-07,3.394946918623687e-07
0.011141344791896518,0.011141343917347278,8.745492403178234e-10,8.745492403178234e-10
0.011118027911228965,0.011118543793687994,-5.158824590290045e-07,5.158824590290045e-07
0.011139062682059137,0.011139465606227597,-4.0292416846055e-07,4.0292416846055e-07
0.011140973774175542,0.011141520522012654,-5.467478371122547e-07,5.467478371122547e-07
0.011141639862924584,0.011140881993369862,7.578695547221653e-07,7.578695547221653e-07
0.011115100558966794,0.011114777954702988,3.2260426380617546e-07,3.2260426380617546e-07
0.011145239616955757,0.01114515200676033,8.761019542648241e-08,8.761019542648241e-08
0.011133884426302277,0.01113410159068078,-2.171643785041366e-07,2.171643785041366e-07
0.011118081600351076,0.011117995933129279,8.56672217972726e-08,8.56672217972726e-08
0.011140275023398998,0.011139803438103663,4.715852953349198e-07,4.715852953349198e-07
0.011140494639976717,0.011139640597219764,8.540427569522779e-07,8.540427569522779e-07
0.011143334531596232,0.011143447183044433,-1.1265144820096773e-07,1.1265144820096773e-07
0.011100202309218295,0.011097901468276314,2.3008409419812e-06,2.3008409419812e-06
0.011110785386418924,0.01111140175021253,-6.163637936047739e-07,6.163637936047739e-07
0.01114313835463455,0.011143002338506798,1.36016127751451e-07,1.36016127751451e-07
0.011114860097638924,0.011112837709708667,2.0223879302564557e-06,2.0223879302564557e-06
0.01112300087635607,0.01112278071986503,2.201564910410403e-07,2.201564910410403e-07
0.011128727107571746,0.011127633418794011,1.0936887777351217e-06,1.0936887777351217e-06
0.011141411253807583,0.011141611430596745,-2.0017678916198212e-07,2.0017678916198212e-07
0.011142040891111466,0.0111422182503433,-1.7735923183402613e-07,1.7735923183402613e-07
0.011138435028206205,0.011139460251902565,-1.0252236963600309e-06,1.0252236963600309e-06
0.011115108938145749,0.011115050479400116,5.84587456324559e-08,5.84587456324559e-08
0.011142288179643564,0.0111422182503433,6.992930026358812e-08,6.992930026358812e-08
0.011028852155310844,0.011026221119519605,2.6310357912392307e-06,2.6310357912392307e-06
